Title,Price,In Stock,Category,URL,Image URL
tp link tapo smart led wi fi light strip,849,True,Others,https://www.evetech.co.za/tp-link-tapo-smart-led-wi-fi-light-strip/best-deal/14489.aspx,https://www.evetech.co.za/repository/components/tp-link-tapo-smart-led-wi-fi-light-strip-600px-v1300px.png
corsair premium pcie extension cable,1099,True,Others,https://www.evetech.co.za/corsair-premium-pcie-extension-cable/best-deal/7071.aspx,https://www.evetech.co.za/repository/components/corsair-premium-pcie-extension-cable-600px-v1300px.png
asus rog aura terminal rgb controller,1699,True,Others,https://www.evetech.co.za/asus-rog-aura-terminal-rgb-controller/best-deal/4593.aspx,https://www.evetech.co.za/repository/components/asus-rog-aura-terminal-rgb-controller-600px-v1300px.png
corsair icue ls100 accent lighting panels mini triangle,1799,True,Others,https://www.evetech.co.za/corsair-icue-ls100-accent-lighting-panels-mini-triangle/best-deal/15218.aspx,https://www.evetech.co.za/repository/components/corsair-icue-ls100-accent-lighting-panels-mini-triangle-600px-v1300px.png
corsair premium individually sleeved dc cable   black/white,1999,True,Others,https://www.evetech.co.za/corsair-premium-individually-sleeved-dc-cable-black-white/best-deal/20446.aspx,https://www.evetech.co.za/repository/components/corsair-premium-individually-sleeved-dc-cable-black-600px-main-v1300px.png
corsair premium individually sleeved cable   white,1999,True,Others,https://www.evetech.co.za/corsair-premium-individually-sleeved-cable-white/best-deal/20447.aspx,https://www.evetech.co.za/repository/components/corsair-premium-individually-sleeved-cable-white-600px-main-v1300px.png
corsair icue ls100 case accent lighting panels mini triangle,2199,True,Others,https://www.evetech.co.za/corsair-icue-ls100-case-accent-lighting-panels-mini-triangle/best-deal/15217.aspx,https://www.evetech.co.za/repository/components/corsair-icue-ls100-case-accent-lighting-panels-mini-triangle-600px-v11300px.png
fractal design focus 2 black tg clear tint pc case,1499,True,Chassis,https://www.evetech.co.za/fractal-design-focus-2-black-tg-clear-tint-pc-case/best-deal/19696.aspx,https://www.evetech.co.za/repository/components/fractal-design-focus-2-black-tg-clear-tint-pc-case-600px-v1300px.png
fractal design focus 2 white tg clear tint pc case,1499,True,Chassis,https://www.evetech.co.za/fractal-design-focus-2-white-tg-clear-tint-pc-case/best-deal/19700.aspx,https://www.evetech.co.za/repository/components/fractal-design-focus-2-white-tg-clear-tint-pc-case-600px-v1300px.png
fractal design pop mini silent black solid tempered glass black,1799,True,Chassis,https://www.evetech.co.za/fractal-design-pop-mini-silent-black-solid-tempered-glass-black/best-deal/19699.aspx,https://www.evetech.co.za/repository/components/fractal-design-pop-mini-silent-black-solid-tempered-glass-black-600px-v1300px.png
fractal design define 7 nano case black,1799,True,Chassis,https://www.evetech.co.za/fractal-design-define-7-nano-case-black/best-deal/17911.aspx,https://www.evetech.co.za/repository/components/fractal-design-define-7-nano-case-black-600px-v1300px.png
